"age","workclass","education","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","over50k"
50," Self-emp-not-inc"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",99999,0,35," >50K"
27," Private"," Some-college"," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,40," <=50K"
39," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,72," >50K"
26," Local-gov"," Bachelors"," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," <=50K"
48," Self-emp-not-inc"," Some-college"," Divorced"," Sales"," Not-in-family"," White"," Female",3325,0,60," <=50K"
90," ?"," Bachelors"," Widowed"," ?"," Other-relative"," White"," Female",991,0,10," <=50K"
40," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Asian-Pac-Islander"," Male",0,0,60," <=50K"
34," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
59," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",4064,0,40," <=50K"
54," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," >50K"
21," ?"," 7th-8th"," Never-married"," ?"," Own-child"," White"," Male",0,0,40," <=50K"
25," ?"," Bachelors"," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,25," <=50K"
49," State-gov"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,50," <=50K"
40," State-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," >50K"
63," Local-gov"," Bachelors"," Divorced"," Craft-repair"," Not-in-family"," Black"," Male",0,0,35," <=50K"
50," Local-gov"," HS-grad"," Widowed"," Transport-moving"," Unmarried"," White"," Female",0,0,40," <=50K"
17," Private"," 11th"," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,45," <=50K"
17," Private"," 11th"," Never-married"," Priv-house-serv"," Own-child"," White"," Female",0,0,12," <=50K"
53," Private"," 12th"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," <=50K"
35," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,48," <=50K"
78," Private"," 7th-8th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",1797,0,15," <=50K"
54," Self-emp-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,54," >50K"
54," Local-gov"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
18," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," <=50K"
43," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,48," >50K"
36," Private"," HS-grad"," Separated"," Sales"," Unmarried"," Black"," Female",0,0,40," <=50K"
47," Private"," 1st-4th"," Married-spouse-absent"," Farming-fishing"," Not-in-family"," White"," Male",0,0,12," <=50K"
37," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,24," <=50K"
61," Private"," Masters"," Married-civ-spouse"," Sales"," Husband"," White"," Male",3103,0,50," <=50K"
48," Private"," Assoc-acdm"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
57," Private"," 5th-6th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
23," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,55," <=50K"
43," Private"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," >50K"
61," Private"," HS-grad"," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," <=50K"
32," Private"," Some-college"," Never-married"," Machine-op-inspct"," Other-relative"," White"," Female",0,2205,40," <=50K"
62," State-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," <=50K"
37," Local-gov"," Assoc-acdm"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," >50K"
59," State-gov"," 9th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," <=50K"
41," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,40," >50K"
20," ?"," Some-college"," Never-married"," ?"," Own-child"," White"," Male",0,0,40," <=50K"
31," ?"," HS-grad"," Married-civ-spouse"," ?"," Wife"," Black"," Female",0,0,45," <=50K"
51," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," <=50K"
45," Private"," Bachelors"," Married-spouse-absent"," Exec-managerial"," Unmarried"," White"," Male",0,0,40," <=50K"
44," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,56," >50K"
49," Self-emp-not-inc"," HS-grad"," Widowed"," Farming-fishing"," Not-in-family"," White"," Male",0,0,55," <=50K"
32," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," >50K"
44," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
18," Private"," 12th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,18," <=50K"
34," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1887,40," >50K"
57," ?"," HS-grad"," Divorced"," ?"," Own-child"," Asian-Pac-Islander"," Male",0,0,20," <=50K"
31," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,55," <=50K"
31," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
57," State-gov"," Bachelors"," Divorced"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,39," <=50K"
19," Private"," Some-college"," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," <=50K"
67," State-gov"," 7th-8th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,35," <=50K"
25," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
74," ?"," 5th-6th"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,56," <=50K"
25," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,48," <=50K"
34," Local-gov"," Preschool"," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,25," <=50K"
44," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1848,40," >50K"
21," Private"," HS-grad"," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,35," <=50K"
47," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," <=50K"
22," Private"," HS-grad"," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," <=50K"
45," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," <=50K"
40," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",7298,0,40," >50K"
45," Local-gov"," HS-grad"," Married-spouse-absent"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," <=50K"
50," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," >50K"
62," ?"," 7th-8th"," Widowed"," ?"," Not-in-family"," Black"," Male",0,0,40," <=50K"
35," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Wife"," Black"," Female",0,0,40," <=50K"
31," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," <=50K"
33," Self-emp-inc"," Assoc-acdm"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,60," >50K"
33," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,37," >50K"
29," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," >50K"
35," Local-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,50," <=50K"
49," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
43," Private"," 5th-6th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Other"," Male",0,0,40," <=50K"
21," State-gov"," Some-college"," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,12," <=50K"
60," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," <=50K"
47," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,40," >50K"
53," Self-emp-not-inc"," Masters"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," >50K"
31," Private"," Bachelors"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," <=50K"
51," Private"," 11th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
21," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," <=50K"
33," Private"," Assoc-voc"," Separated"," Protective-serv"," Not-in-family"," White"," Female",0,0,40," <=50K"
21," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," <=50K"
47," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",7298,0,40," >50K"
19," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,27," <=50K"
36," Private"," Assoc-voc"," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," <=50K"
31," Private"," 11th"," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," <=50K"
49," Local-gov"," Masters"," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,70," <=50K"
28," ?"," HS-grad"," Separated"," ?"," Unmarried"," White"," Female",0,0,40," <=50K"
34," Federal-gov"," Assoc-acdm"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," <=50K"
41," Federal-gov"," HS-grad"," Separated"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," <=50K"
33," Federal-gov"," Some-college"," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",4064,0,40," <=50K"
19," Self-emp-not-inc"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,30," <=50K"
36," Self-emp-not-inc"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," <=50K"
39," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,18," <=50K"
62," Private"," Some-college"," Separated"," Sales"," Unmarried"," White"," Female",0,1617,33," <=50K"
20," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,84," <=50K"
55," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,30," >50K"
31," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," <=50K"
20," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," <=50K"
38," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,64," <=50K"
35," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,43," >50K"
28," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," <=50K"
34," Private"," Assoc-voc"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",4386,0,50," >50K"
32," Private"," Assoc-voc"," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," >50K"
57," Private"," HS-grad"," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," <=50K"
34," Self-emp-not-inc"," HS-grad"," Separated"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," <=50K"
30," Private"," HS-grad"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,52," <=50K"
22," Private"," HS-grad"," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,40," <=50K"
23," Private"," 9th"," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," <=50K"
45," Private"," Prof-school"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
28," Private"," Some-college"," Separated"," Other-service"," Unmarried"," White"," Female",0,0,15," <=50K"
23," Private"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," <=50K"
56," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," <=50K"
41," Self-emp-inc"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," >50K"
34," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,60," >50K"
31," Private"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," <=50K"
33," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," <=50K"
31," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," >50K"
36," Private"," Assoc-acdm"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,1669,45," <=50K"
21," Private"," Preschool"," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,50," <=50K"
22," Local-gov"," HS-grad"," Never-married"," Protective-serv"," Unmarried"," White"," Male",0,0,56," <=50K"
28," Private"," Assoc-voc"," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,40," <=50K"
61," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
27," Private"," Some-college"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," <=50K"
29," Private"," Some-college"," Married-civ-spouse"," Other-service"," Wife"," Amer-Indian-Eskimo"," Female",0,0,40," <=50K"
51," Private"," 9th"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," <=50K"
31," Private"," 9th"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," <=50K"
59," Federal-gov"," HS-grad"," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," >50K"
28," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
44," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,1902,40," >50K"
31," Private"," Assoc-voc"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," <=50K"
62," Local-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," >50K"
56," Federal-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," >50K"
49," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,65," >50K"
50," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,60," <=50K"
45," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
47," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,38," <=50K"
68," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," >50K"
90," ?"," HS-grad"," Widowed"," ?"," Not-in-family"," White"," Male",401,0,4," <=50K"
44," Private"," HS-grad"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,45," >50K"
38," Private"," 10th"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,45," <=50K"
42," Private"," Bachelors"," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,50," <=50K"
40," Self-emp-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," >50K"
49," Private"," 9th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," <=50K"
18," Private"," HS-grad"," Never-married"," Transport-moving"," Own-child"," White"," Male",1055,0,25," <=50K"
33," Private"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," <=50K"
20," Private"," 9th"," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,11," <=50K"
45," Self-emp-inc"," Assoc-acdm"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," >50K"
41," State-gov"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," <=50K"
38," Private"," Some-college"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
18," Private"," 11th"," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,16," <=50K"
29," Private"," Bachelors"," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,45," <=50K"
39," Private"," Assoc-voc"," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,60," <=50K"
34," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,36," <=50K"
31," Private"," Assoc-acdm"," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," <=50K"
